# ID,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_radj,pl_radjerr1,pl_radjerr2,st_rad,st_raderr1,st_raderr2,pl_tranflag,ra,dec,st_elon,st_elat,pl_orbper
 543,       "HD 125612 d",4.1999998093e+00,4.1999998093e-01,4.1999998093e-01,2.8000000119e-01,1.1999999732e-01,1.1999999732e-01,-7.6000000000e+01,8.0000000000e+00,8.0000000000e+00,1.1068088163e+00,2.3907213491e-01,1.6705122324e-01,1.0700000525e+00,1.9999999553e-02,1.9999999553e-02,0,2.1522297668e+02,-1.7481521606e+01,2.1869885254e+02,-3.2552421093e+00,3.0080000000e+03
 544,        "HD 12661 b",8.3999997377e-01,1.9999999553e-02,1.9999999553e-02,3.7999999523e-01,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1688720851e+00,2.1613230445e-01,1.7623104958e-01,1.2000000477e+00,1.9999999553e-02,1.9999999553e-02,0,3.1142866135e+01,2.5414304733e+01,3.7783653259e+01,1.2001375198e+01,2.6270861816e+02
 545,       "HD 134987 c",5.8000001907e+00,5.0000000000e-01,5.0000000000e-01,1.1999999732e-01,1.9999999553e-02,1.9999999553e-02,1.9500000000e+02,4.8000000000e+01,4.8000000000e+01,1.2280442128e+00,2.3659949852e-01,1.9199675364e-01,1.2200000286e+00,2.9999999329e-02,2.9999999329e-02,0,2.2836944580e+02,-2.5309347153e+01,2.3275765991e+02,-7.0913062096e+00,5.0000000000e+03
 546,        "HD 13908 b",1.5399999917e-01,2.4999999441e-03,2.4999999441e-03,1.9999999553e-02,1.7999999225e-02,1.7999999225e-02,1.8500000000e+02,4.3000000000e+01,4.3000000000e+01,1.2436876477e+00,2.1471769863e-01,2.0234014298e-01,1.6699999571e+00,1.0000000149e-01,1.0000000149e-01,0,3.4560665131e+01,6.5594360352e+01,5.9483211517e+01,4.7924392700e+01,1.9381999969e+01
 547,       "HD 139357 b",2.3599998951e+00,2.0000000298e-01,2.0000000298e-01,1.0000000149e-01,1.9999999553e-02,1.9999999553e-02,2.3539999390e+02,1.0600000381e+01,1.0600000381e+01,1.1073132922e+00,1.9629035317e-01,1.7683071525e-01,1.1470000267e+01,7.5000000000e-01,7.5000000000e-01,0,2.3381748962e+02,5.3922142029e+01,1.9824421692e+02,6.8527503967e+01,1.1256999512e+03
 548,        "HD 14067 b",3.4000000954e+00,1.0000000149e-01,1.0000000149e-01,5.3299999237e-01,4.3000001460e-02,4.6999998391e-02,1.0990000153e+02,5.5999999046e+00,5.6999998093e+00,1.1178266664e+00,2.0976167732e-01,1.6982747272e-01,1.2399999619e+01,1.1000000238e+00,1.1000000238e+00,0,3.4293498993e+01,2.3767831802e+01,3.9954410553e+01,9.4776144028e+00,1.4550000000e+03
 549,       "HD 142415 b",1.0599999428e+00,1.9999999553e-02,1.9999999553e-02,5.0000000000e-01,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2005386540e+00,2.3891885686e-01,1.8479361464e-01,1.0399999619e+00,1.9999999553e-02,1.9999999553e-02,0,2.3941996765e+02,-6.0200256348e+01,2.5108262634e+02,-3.8753555298e+01,3.8629998779e+02
 550,       "HD 145934 b",4.5999999046e+00,1.4000000060e-01,1.4000000060e-01,5.2999999374e-02,5.2999999374e-02,6.3000001013e-02,2.1500000000e+02,6.2000000000e+01,6.2000000000e+01,1.1759376966e+00,2.1755432799e-01,1.8348654516e-01,5.3800001144e+00,4.3999999762e-01,4.3999999762e-01,0,2.4329113770e+02,1.3239476204e+01,2.3823893738e+02,3.3780582428e+01,2.7300000000e+03
 551,         "HD 1461 b",6.3400000334e-02,2.1999999881e-03,2.1999999881e-03,1.7200000584e-01,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.1025347979e-01,8.7721676089e-02,5.9619065767e-02,1.0780728931e+00,6.6208627095e-02,6.6208627095e-02,0,4.6744480133e+00,-8.0530014038e+00,1.0628190041e+00,-9.2432346344e+00,5.7715201378e+00
 552,       "HD 147018 c",1.9220000505e+00,3.9000000805e-02,3.9000000805e-02,1.3300000131e-01,1.0999999940e-02,1.0999999940e-02,-1.3310000610e+02,6.9000000954e+00,6.9000000954e+00,1.1428128319e+00,2.0161929524e-01,1.9767708555e-01,9.8544026413e-01,4.8079189887e-02,4.8079189887e-02,0,2.4575061035e+02,-6.1688762665e+01,2.5538400269e+02,-3.9474296570e+01,1.0080000000e+03
 553,       "HD 148427 b",1.0399999619e+00,1.9999999553e-02,1.9999999553e-02,1.5999999642e-01,7.9999998212e-02,7.9999998212e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2051590713e+00,2.3201090209e-01,1.7945783641e-01,3.8599998951e+00,1.1999999732e-01,1.1999999732e-01,0,2.4711729431e+02,-1.3399640083e+01,2.4752764893e+02,8.2723064423e+00,3.3150000000e+02
 554,       "HD 152079 b",3.9800000191e+00,1.5000000596e-01,1.5000000596e-01,5.1999998093e-01,1.9999999553e-02,1.9999999553e-02,3.2486999512e+02,3.4400000572e+00,3.4400000572e+00,1.1736408008e+00,2.2678504110e-01,1.7507848655e-01,1.1499999762e+00,1.2999999523e-01,1.2999999523e-01,0,2.5337390137e+02,-4.6332958221e+01,2.5754885864e+02,-2.3609731674e+01,2.8990000000e+03
 555,       "HD 154345 b",4.2100000381e+00,1.0000000149e-01,1.0000000149e-01,3.9999999106e-02,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2395925222e+00,2.1410990384e-01,1.9242983382e-01,8.5000002384e-01,9.9999997765e-03,9.9999997765e-03,0,2.5565168762e+02,4.7081882477e+01,2.4174311829e+02,6.9117866516e+01,3.3415588379e+03
 556,       "HD 154857 c",5.3600001335e+00,9.0000003576e-02,9.0000003576e-02,5.9999998659e-02,5.0000000745e-02,5.0000000745e-02,3.5200000000e+02,3.7000000000e+01,3.7000000000e+01,1.1558668627e+00,2.2809218410e-01,1.8099429155e-01,2.2999999523e+00,5.9999998659e-02,5.9999998659e-02,0,2.5781552124e+02,-5.6680797577e+01,2.6200085449e+02,-3.3579353333e+01,3.4520000000e+03
 557,       "HD 156279 b",4.9000000954e-01,9.9999997765e-03,9.9999997765e-03,7.0999997854e-01,1.9999999553e-02,1.9999999553e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0953091634e+00,2.0019327646e-01,1.6446520790e-01,9.4999998808e-01,1.9999999553e-02,1.9999999553e-02,0,2.5809667969e+02,6.3352092743e+01,2.0699378967e+02,8.4040817261e+01,1.3105000305e+02
 558,       "HD 158038 b",1.5000000000e+00,3.9999999106e-02,3.9999999106e-02,2.8999999166e-01,9.0000003576e-02,9.0000003576e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1846617720e+00,2.2326689091e-01,1.7915957417e-01,4.5000000000e+00,1.5999999642e-01,1.5999999642e-01,0,2.6143930054e+02,2.7303340912e+01,2.5802664185e+02,5.0387420654e+01,5.2100000000e+02
 559,       "HD 159868 b",2.2999999523e+00,3.9999999106e-02,3.9999999106e-02,9.9999997765e-03,1.9999999553e-02,1.9999999553e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1687195939e+00,2.3327845623e-01,1.8222266142e-01,1.9700000286e+00,3.9999999106e-02,3.9999999106e-02,0,2.6474801636e+02,-4.3145515442e+01,2.6593005371e+02,-1.9780395508e+01,1.1784000244e+03
 560,          "KELT-6 c",2.3900001049e+00,1.0999999940e-01,1.0999999940e-01,2.0999999344e-01,3.9000000805e-02,3.5999998450e-02,2.6870001221e+02,8.8000001907e+00,8.8000001907e+00,1.1586664105e+00,2.0672615508e-01,1.7137571804e-01,1.7300000191e+00,1.1999999732e-01,1.1999999732e-01,0,1.9598187256e+02,3.0640050888e+01,1.8101266479e+02,3.4181674957e+01,1.2760000000e+03
 561,         "HD 1605 c",3.5199999809e+00,5.0000000745e-02,5.0000000745e-02,9.7999997437e-02,3.2000001520e-02,2.1999999881e-02,2.4100000000e+02,1.7000000000e+01,1.7000000000e+01,1.1686529571e+00,1.9501637819e-01,1.9668543511e-01,4.3299999237e+00,1.4000000060e-01,1.4000000060e-01,0,5.1313300133e+00,3.0974803925e+01,1.7854797363e+01,2.6211696625e+01,2.1110000000e+03
 562,       "HD 160691 c",5.2350001335e+00,5.2350001335e-01,5.2350001335e-01,9.8499998450e-02,6.2700003386e-02,6.2700003386e-02,5.7599998474e+01,4.3700000763e+01,4.3700000763e+01,1.1859815018e+00,2.2440024462e-01,1.9343709108e-01,1.1246852552e+00,6.9614518361e-02,6.9614518361e-02,0,2.6603625488e+02,-5.1834053040e+01,2.6721578979e+02,-2.8433063507e+01,4.2057998047e+03
 563,       "HD 163607 b",3.6000001431e-01,9.9999997765e-03,9.9999997765e-03,7.3000001907e-01,1.9999999553e-02,1.9999999553e-02,7.8699996948e+01,2.0000000000e+00,2.0000000000e+00,1.2261285814e+00,2.0781274994e-01,1.9206481660e-01,1.6299999952e+00,7.0000000298e-02,7.0000000298e-02,0,2.6841873169e+02,5.6391956329e+01,2.6504998779e+02,7.9804069519e+01,7.5290000916e+01
 564,        "HD 16417 b",1.4000000060e-01,9.9999997765e-03,9.9999997765e-03,2.0000000298e-01,9.0000003576e-02,9.0000003576e-02,7.7000000000e+01,2.6000000000e+01,2.6000000000e+01,4.4649170727e-01,1.7822964313e-01,1.2745875065e-01,1.5565494874e+00,1.5403264691e+00,1.5403264691e+00,0,3.9244197845e+01,-3.4577976227e+01,2.1575197220e+01,-4.6709693909e+01,1.7239999771e+01
 565,       "HD 164604 b",1.2999999523e+00,5.0000000745e-02,5.0000000745e-02,2.3999999464e-01,1.4000000060e-01,1.4000000060e-01,5.1000000000e+01,2.3000000000e+01,2.3000000000e+01,1.1664088116e+00,2.1811047340e-01,1.9592309001e-01,1.4958060702e+00,1.4774765258e+00,1.4774765258e+00,0,2.7077890015e+02,-2.8560644150e+01,2.7068685913e+02,-5.1232099533e+00,6.0640002441e+02
 566,       "HD 167042 b",1.3200000525e+00,2.9999999329e-02,2.9999999329e-02,8.9000001550e-02,2.8000000864e-02,6.4999997616e-02,8.5699996948e+01,3.5400001526e+01,3.5799999237e+01,1.1896657891e+00,2.1225697912e-01,1.8338607652e-01,4.5000000000e+00,2.0000000298e-01,2.0000000298e-01,0,2.7263183594e+02,5.4286552429e+01,2.7720501709e+02,7.7660011292e+01,4.2076998901e+02
 567,       "HD 169830 b",8.1000000238e-01,8.1000000238e-02,8.1000000238e-02,3.1000000238e-01,9.9999997765e-03,9.9999997765e-03,1.4800000000e+02,2.0000000000e+00,2.0000000000e+00,1.1623544076e+00,2.0683617496e-01,1.7488526866e-01,1.9558315893e+00,9.7238596796e-01,9.7238596796e-01,0,2.7695617676e+02,-2.9816865921e+01,2.7607110596e+02,-6.5240559578e+00,2.2561999512e+02
 568,        "HD 17092 b",1.3099999428e+00,5.9999998659e-02,5.9999998659e-02,1.7000000179e-01,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1114349683e+00,2.1281330502e-01,1.7880645769e-01,1.3579999924e+01,1.2699999809e+00,1.2699999809e+00,0,4.1592117310e+01,4.9653076172e+01,5.5230888367e+01,3.1890403748e+01,3.5989999390e+02
 569,       "HD 171028 b",1.3200000525e+00,2.9999999329e-02,2.9999999329e-02,5.8999997377e-01,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1780180144e+00,2.1672020153e-01,1.8495075649e-01,2.4700000286e+00,7.0000000298e-02,7.0000000298e-02,0,2.7806451416e+02,6.9457430840e+00,2.7926535034e+02,3.0126020432e+01,5.5000000000e+02
 570,       "HD 175541 b",9.5999997854e-01,1.9999999553e-02,1.9999999553e-02,3.3000001311e-01,2.0000000298e-01,2.0000000298e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2491138976e+00,2.3286054028e-01,2.0524654769e-01,4.4699997902e+00,1.8000000715e-01,1.8000000715e-01,0,2.8392034912e+02,4.2653250694e+00,2.8561318970e+02,2.6953256607e+01,2.9729998779e+02
 571,         "WASP-47 c",1.3930000067e+00,1.4000000432e-02,1.4000000432e-02,2.9600000381e-01,1.7000000924e-02,1.7000000924e-02,1.1240000153e+02,4.8000001907e+00,4.8000001907e+00,1.2055847501e+00,2.1152789023e-01,1.8383494189e-01,1.1399999857e+00,9.9999997765e-03,9.9999997765e-03,0,3.3120303345e+02,-1.2018884659e+01,3.2899560547e+02,-2.0851600170e-01,5.8850000000e+02
 572,         "WASP-41 c",1.0700000525e+00,2.9999999329e-02,2.9999999329e-02,2.9399999976e-01,2.4000000209e-02,2.4000000209e-02,3.5300000000e+02,6.0000000000e+00,6.0000000000e+00,1.1554318657e+00,2.1488422270e-01,1.7953856657e-01,8.2999998331e-01,3.9999999106e-02,3.9999999106e-02,0,1.9061872864e+02,-3.0639869690e+01,2.0237875366e+02,-2.3861040115e+01,4.2100000000e+02
 573,        "HD 11755 b",1.0900000334e+00,3.9999999106e-02,3.9999999106e-02,1.8999999762e-01,1.0000000149e-01,1.0000000149e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1371001938e+00,2.1263041662e-01,1.8202745913e-01,2.0579999924e+01,2.2699999809e+00,2.2699999809e+00,0,2.9708696365e+01,7.3152381897e+01,6.3839946747e+01,5.5181789398e+01,4.3370001221e+02
 574,        "HD 12648 b",5.4000002146e-01,1.9999999553e-02,1.9999999553e-02,3.9999999106e-02,7.9999998212e-02,7.9999998212e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1885489561e+00,2.2294957793e-01,1.9163293531e-01,1.1020000458e+01,4.7999998927e-01,4.7999998927e-01,0,3.4748653412e+01,8.5736152649e+01,8.2015930176e+01,6.3907592773e+01,1.3360000610e+02
 575,        "HD 24064 b",1.2899999619e+00,3.9999999106e-02,3.9999999106e-02,3.4999999404e-01,7.9999998212e-02,7.9999998212e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0841767399e+00,2.1376016463e-01,1.7112629205e-01,4.0000000000e+01,4.1999998093e+00,4.1999998093e+00,0,5.9151241302e+01,7.4080032349e+01,7.6776779175e+01,5.2056819916e+01,5.3559997559e+02
 576,           "8 UMi b",4.9000000954e-01,1.9999999553e-02,1.9999999553e-02,5.9999998659e-02,9.0000003576e-02,9.0000003576e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2115480744e+00,2.3385822667e-01,1.8415518954e-01,1.0300000191e+01,5.6999999285e-01,5.6999999285e-01,0,2.2420147705e+02,7.4900924683e+01,1.3065910339e+02,7.3344909668e+01,9.3400001526e+01
 577,       "HD 155233 b",2.0000000000e+00,5.9999998659e-02,5.9999998659e-02,3.9999999106e-02,3.9999999106e-02,3.9999999106e-02,1.2000000000e+02,7.1900001526e+01,7.1900001526e+01,1.1700910212e+00,2.3225620062e-01,1.8109966825e-01,5.0300002098e+00,3.8999998569e-01,3.8999998569e-01,0,2.5776818848e+02,-2.0654569626e+01,2.5855603027e+02,2.3001079559e+00,8.1879998779e+02
 578,       "HD 118203 b",7.0000000298e-02,7.0000000298e-03,7.0000000298e-03,3.1000000238e-01,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1592183685e+00,2.1120379036e-01,1.7460281291e-01,2.0599999428e+00,5.9999998659e-02,5.9999998659e-02,0,2.0351057434e+02,5.3728530884e+01,1.6913076782e+02,5.6467479706e+01,6.1335000992e+00
 579,       "HD 143361 b",1.9800000191e+00,7.0000000298e-02,7.0000000298e-02,1.9300000370e-01,1.4999999665e-02,1.4999999665e-02,2.4122000122e+02,3.4400000572e+00,3.4400000572e+00,1.1685393404e+00,2.0147995683e-01,1.8662888739e-01,9.9000000954e-01,7.9999998212e-02,7.9999998212e-02,0,2.4045977783e+02,-4.4434535980e+01,2.4746472168e+02,-2.3279195786e+01,1.0461999512e+03
 580,       "HD 192699 b",1.1200000048e+00,1.9999999553e-02,1.9999999553e-02,1.2999999523e-01,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1734559920e+00,2.0588732807e-01,1.7366928532e-01,4.3099999428e+00,1.5000000596e-01,1.5000000596e-01,0,3.0402502441e+02,4.5807948112e+00,3.0752633667e+02,2.3696790695e+01,3.4552999878e+02
 581,       "Kepler-25 d",5.1264506653e-01,1.0205832541e-02,1.0205832541e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0063481611e+00,4.0358607863e-01,2.9816421500e-01,1.3099999428e+00,1.9999999553e-02,1.9999999553e-02,0,2.8663839722e+02,3.9487892151e+01,2.9744586182e+02,6.1351272583e+01,1.2300000000e+02
 582,       "HD 143105 b",3.7900000811e-02,8.9999998454e-04,8.9999998454e-04,7.0000000298e-02,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2060526068e+00,2.3303845601e-01,1.7952825062e-01,1.3269245252e+00,7.9581958780e-02,7.9581958780e-02,0,2.3840232849e+02,6.8720115662e+01,1.5540382385e+02,7.7928611755e+01,2.1974000931e+00
 583,      "HIP 109600 b",7.0599997044e-01,1.6000000760e-02,1.6000000760e-02,1.6300000250e-01,6.0000000522e-03,6.0000000522e-03,-1.3130000305e+02,1.6000000238e+00,1.6000000238e+00,1.1715005113e+00,2.1213862006e-01,1.7324286632e-01,9.1866279293e-01,4.4491689002e-02,4.4491689002e-02,0,3.3302606201e+02,2.9065811157e+01,3.4765390015e+02,3.7115875244e+01,2.3208000183e+02
 584,        "HD 35759 b",3.8899999857e-01,8.9999996126e-03,8.9999996126e-03,3.8899999857e-01,6.0000000522e-03,6.0000000522e-03,-1.0400000000e+02,1.2999999523e+00,1.2999999523e+00,1.1546070264e+00,2.1491230484e-01,1.8367935605e-01,1.3453281429e+00,6.5724687665e-02,6.5724687665e-02,0,8.2888961792e+01,6.4318778992e+01,8.5925025940e+01,4.0980041504e+01,8.2467002869e+01
 585,      "HIP 109384 b",1.1339999437e+00,2.8999999166e-02,2.8999999166e-02,5.4900002480e-01,3.0000000261e-03,3.0000000261e-03,1.0448999786e+02,3.7000000477e-01,3.7000000477e-01,1.1944499887e+00,2.0809057387e-01,1.9208408206e-01,8.9525640885e-01,1.0915244473e-01,1.0915244473e-01,0,3.3240582275e+02,7.1314331055e+01,4.0283908844e+01,6.8148574829e+01,4.9948001099e+02
 586,       "HD 220842 b",7.4000000954e-01,1.7999999225e-02,1.7999999225e-02,4.0400001407e-01,8.9999996126e-03,8.9999996126e-03,-1.3489999390e+02,1.7000000477e+00,1.7000000477e+00,1.1546561925e+00,2.0744610710e-01,1.7491437013e-01,1.3342716112e+00,4.6956504997e-02,4.6956504997e-02,0,3.5165411377e+02,5.6886528015e+01,2.5725072861e+01,5.3131595612e+01,2.1847000122e+02
 587,        "HD 12484 b",2.9699999094e-01,4.9999998882e-03,4.9999998882e-03,7.0000000298e-02,2.9999999329e-02,2.9999999329e-02,-3.5000000000e+01,4.0000000000e+01,4.0000000000e+01,1.1503226995e+00,2.2398360772e-01,1.7855770847e-01,7.8774590587e-01,4.6653808394e-02,4.6653808394e-02,0,3.0611373901e+01,2.8158590794e+00,2.9491466522e+01,-9.0465011597e+00,5.8830001831e+01
 588,       "HIP 65407 b",1.7700000107e-01,4.9999998882e-03,4.9999998882e-03,1.4000000060e-01,7.0000000298e-02,7.0000000298e-02,5.0000000000e+01,1.5000000000e+02,1.5000000000e+02,1.2226308680e+00,3.1985794309e-01,2.5457560985e-01,9.3161804988e-01,9.2857192268e-02,9.2857192268e-02,0,2.0108766174e+02,4.8885093689e+01,1.7233111572e+02,5.1751636505e+01,2.8125000000e+01
 589,       "HIP 65407 c",3.1600001454e-01,8.0000003800e-03,8.0000003800e-03,1.1999999732e-01,3.9999999106e-02,3.9999999106e-02,-1.9000000000e+01,2.5000000000e+01,2.5000000000e+01,1.2454676258e+00,2.3396877529e-01,2.0319418338e-01,9.3124802394e-01,9.2858148749e-02,9.2858148749e-02,0,2.0108766174e+02,4.8885093689e+01,1.7233111572e+02,5.1751636505e+01,6.7300003052e+01
 590,       "HD 141399 b",4.1499999166e-01,1.0999999940e-02,1.0999999940e-02,3.9999999106e-02,1.9999999553e-02,1.9999999553e-02,-9.0000000000e+01,8.0000000000e+01,8.0000000000e+01,1.2324039358e+00,3.0077177491e-01,2.2734781897e-01,1.2406796662e+00,8.6180003364e-02,8.6180003364e-02,0,2.3672422791e+02,4.6986263275e+01,2.1183792114e+02,6.3859420776e+01,9.4440002441e+01
 591,       "HD 141399 c",6.8900001049e-01,1.9999999553e-02,1.9999999553e-02,4.8000000417e-02,8.9999996126e-03,8.9999996126e-03,-1.4000000000e+02,4.0000000000e+01,4.0000000000e+01,1.2112624397e+00,2.3540150784e-01,1.9061962325e-01,1.2398988652e+00,8.4692539533e-02,8.4692539533e-02,0,2.3672422791e+02,4.6986263275e+01,2.1183792114e+02,6.3859420776e+01,2.0199000549e+02
 592,      "BD+03 2562 b",1.2999999523e+00,1.0000000149e-01,1.0000000149e-01,2.0000000298e-01,1.1999999732e-01,7.9999998212e-02,2.1800000000e+02,3.2000000000e+01,2.6000000000e+01,1.1216502350e+00,2.1823314271e-01,1.9071637903e-01,3.2349998474e+01,8.8199996948e+00,8.8199996948e+00,0,1.7756480408e+02,2.7601420879e+00,1.7666839600e+02,1.5643459558e+00,4.8189999390e+02
 593,         "tau Cet g",1.3300000131e-01,1.0000000475e-03,1.0000000475e-03,5.9999998659e-02,1.2999999523e-01,5.9999998659e-02,3.9534100342e+02,3.6096000671e+01,8.4797996521e+01,1.0564827171e-01,2.0335222531e-02,1.5238511020e-02,1.5470082027e+00,1.5599963053e+00,1.5599963053e+00,0,2.6017011642e+01,-1.5937479973e+01,1.7818603516e+01,-2.4815856934e+01,2.0000000000e+01
 594,         "tau Cet h",2.4300000072e-01,3.0000000261e-03,3.0000000261e-03,2.3000000417e-01,1.5999999642e-01,1.5000000596e-01,7.4499998093e+00,3.7240001678e+01,4.8130001068e+01,1.0606136339e-01,2.6941839446e-02,1.6187992199e-02,1.6157092860e+00,1.6605055141e+00,1.6605055141e+00,0,2.6017011642e+01,-1.5937479973e+01,1.7818603516e+01,-2.4815856934e+01,4.9409999847e+01
 595,         "tau Cet e",5.3799998760e-01,5.9999998659e-02,5.9999998659e-02,1.8000000715e-01,1.8000000715e-01,1.4000000060e-01,2.2350000381e+01,7.3910003662e+01,4.5840000153e+01,1.5479288227e-01,7.2009249753e-02,4.3442638720e-02,1.6268454105e+00,1.5875866272e+00,1.5875866272e+00,0,2.6017011642e+01,-1.5937479973e+01,1.7818603516e+01,-2.4815856934e+01,1.6286999512e+02
 596,         "tau Cet f",1.3339999914e+00,1.7000000924e-02,1.7000000924e-02,1.5999999642e-01,7.0000000298e-02,1.5999999642e-01,1.1975000000e+02,4.1250000000e+01,7.0470001221e+01,1.5116874423e-01,8.2856892864e-02,4.3713752114e-02,1.5454827054e+00,1.5387961603e+00,1.5387961603e+00,0,2.6017011642e+01,-1.5937479973e+01,1.7818603516e+01,-2.4815856934e+01,6.3613000488e+02
 597,          "YZ Cet b",1.5569999814e-02,5.2000000142e-04,5.2000000142e-04,0.0000000000e+00,1.1999999732e-01,1.1999999732e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,8.2514626799e-02,1.0040951230e-02,9.1936971543e-03,1.7000000179e-01,9.9999997765e-03,9.9999997765e-03,0,1.8127668381e+01,-1.6998966217e+01,9.7824182510e+00,-2.2742195129e+01,1.9687600136e+00
 598,          "YZ Cet c",2.0899999887e-02,6.9999997504e-04,6.9999997504e-04,3.9999999106e-02,1.0999999940e-01,1.0999999940e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,8.8773707912e-02,1.0568624306e-02,9.6886565568e-03,1.7000000179e-01,9.9999997765e-03,9.9999997765e-03,0,1.8127668381e+01,-1.6998966217e+01,9.7824182510e+00,-2.2742195129e+01,3.0600800514e+00
 599,          "YZ Cet d",2.7639999986e-02,9.2999998014e-04,9.2999998014e-04,1.2899999321e-01,9.6000000834e-02,9.6000000834e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,9.3632885313e-02,1.1416810128e-02,1.0656798712e-02,1.7000000179e-01,9.9999997765e-03,9.9999997765e-03,0,1.8127668381e+01,-1.6998966217e+01,9.7824182510e+00,-2.2742195129e+01,4.6562700272e+00
 600,          "GJ 625 b",7.8360997140e-02,4.4000000344e-05,4.4000000344e-05,1.2999999523e-01,1.1999999732e-01,9.0000003576e-02,3.4310000610e+02,9.6000003815e+00,1.4800000191e+01,1.3002691650e-01,5.5821464093e-02,2.9108074090e-02,3.1000000238e-01,5.9999998659e-02,5.9999998659e-02,0,2.4635260010e+02,5.4304103851e+01,2.1556491089e+02,7.3279136658e+01,1.4628000259e+01
 601,       "HD 208897 b",1.0499999523e+00,2.9999999329e-02,2.9999999329e-02,7.0000000298e-02,5.9999998659e-02,5.9999998659e-02,1.6700000000e+02,8.3000000000e+01,8.3000000000e+01,1.1881215755e+00,2.4036864016e-01,1.7627763020e-01,4.9800000191e+00,2.0000000298e-01,2.0000000298e-01,0,3.2974871826e+02,1.9020301819e+01,3.3937631226e+02,2.9239852905e+01,3.5270001221e+02
 602,        "HD 34445 d",4.8170000315e-01,3.2999999821e-03,3.2999999821e-03,2.7000000700e-02,5.0999999046e-02,2.7000000700e-02,2.4639999390e+02,9.7400001526e+01,9.7400001526e+01,6.2151975700e-01,4.4118069659e-01,3.0683883343e-01,1.3799999952e+00,1.9999999553e-02,1.9999999553e-02,0,7.9420745850e+01,7.3533430099e+00,7.9098014832e+01,-1.5686472893e+01,1.1787000275e+02
 603,        "HD 34445 e",2.6870000362e-01,1.9000000320e-03,1.9000000320e-03,9.0000003576e-02,6.1999998987e-02,6.1999998987e-02,3.0370001221e+02,1.2030000305e+02,1.2030000305e+02,3.7284175429e-01,1.5087615521e-01,1.1105086808e-01,1.3799999952e+00,1.9999999553e-02,1.9999999553e-02,0,7.9420745850e+01,7.3533430099e+00,7.9098014832e+01,-1.5686472893e+01,4.9174999237e+01
 604,        "HD 34445 f",1.5429999828e+00,1.6000000760e-02,1.6000000760e-02,3.0999999493e-02,5.7000000030e-02,3.0999999493e-02,2.1200000000e+02,8.5900001526e+01,8.5900001526e+01,6.0019564596e-01,2.7178086881e-01,1.7543088047e-01,1.3799999952e+00,1.9999999553e-02,1.9999999553e-02,0,7.9420745850e+01,7.3533430099e+00,7.9098014832e+01,-1.5686472893e+01,6.7679998779e+02
 605,        "HD 34445 g",6.3600001335e+00,1.0199999809e+00,1.0199999809e+00,3.2000001520e-02,7.9999998212e-02,3.2000001520e-02,2.3489999390e+02,9.1699996948e+01,9.1699996948e+01,1.1391098320e+00,3.1224962310e-01,3.6116130608e-01,1.3799999952e+00,1.9999999553e-02,1.9999999553e-02,0,7.9420745850e+01,7.3533430099e+00,7.9098014832e+01,-1.5686472893e+01,5.7000000000e+03
