# ID,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_radj,pl_radjerr1,pl_radjerr2,st_rad,st_raderr1,st_raderr2,pl_tranflag,ra,dec,st_elon,st_elat,pl_orbper
  63,      "HIP 105854 b",8.1000000238e-01,2.9999999329e-02,2.9999999329e-02,1.9999999553e-02,2.9999999329e-02,2.9999999329e-02,3.4320001221e+02,4.9000000954e+00,4.9000000954e+00,1.1132110960e+00,2.1091664023e-01,1.7616383992e-01,8.3374270801e+00,1.9605946319e+00,1.9605946319e+00,0,3.2159530640e+02,-3.7829429626e+01,3.1172314453e+02,-2.1563423157e+01,1.8419999695e+02
  64,          "HR 810 b",9.2000001669e-01,1.9999999553e-02,1.9999999553e-02,1.4000000060e-01,1.2999999523e-01,1.2999999523e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1699908382e+00,2.1345023615e-01,1.8017645700e-01,1.1299999952e+00,1.9999999553e-02,1.9999999553e-02,0,4.0639442444e+01,-5.0800292969e+01,8.2352752686e+00,-6.1014225006e+01,3.0279998779e+02
  65,         "kap CrB b",2.7999999523e+00,7.0000000298e-02,7.0000000298e-02,4.3999999762e-02,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1752752660e+00,2.3609013168e-01,1.8649149152e-01,5.0599999428e+00,3.9999999106e-02,3.9999999106e-02,0,2.3780804443e+02,3.5657382965e+01,2.2266732788e+02,5.3934913635e+01,1.2619399414e+03
  66,          "nu Oph c",6.0999999046e+00,6.0999999046e-01,6.0999999046e-01,1.6500000656e-01,1.3000000268e-02,1.3000000268e-02,4.5999999046e+00,4.5000000000e+00,4.5000000000e+00,1.0617453121e+00,2.0311840447e-01,1.7093276606e-01,1.5100000381e+01,1.1000000238e+00,1.1000000238e+00,0,2.6975662231e+02,-9.7736320496e+00,2.6975317383e+02,1.3665451050e+01,3.1860000000e+03
  67,         "omi CrB b",8.2999998331e-01,8.2999998331e-02,8.2999998331e-02,1.9099999964e-01,8.5000000894e-02,8.5000000894e-02,7.9000000000e+01,3.6000000000e+01,3.6000000000e+01,1.2043914390e+00,2.1788173504e-01,1.8658109557e-01,1.0500000000e+01,6.9999998808e-01,6.9999998808e-01,0,2.3003565979e+02,2.9616209030e+01,2.1660339355e+02,4.5926845551e+01,1.8783000183e+02
  68,         "tau Boo b",4.8999998719e-02,3.0000000261e-03,3.0000000261e-03,1.0999999940e-02,6.0000000522e-03,6.0000000522e-03,1.1340000153e+02,3.2200000763e+01,3.2200000763e+01,1.1455378262e+00,2.3109589589e-01,1.7926467109e-01,1.4600000381e+00,5.0000000745e-02,5.0000000745e-02,0,2.0681559753e+02,1.7456905365e+01,1.9793182373e+02,2.6513883591e+01,3.3124568462e+00
  69,         "ups And c",8.2777398825e-01,1.4999999621e-05,1.4999999621e-05,2.5960001349e-01,7.8999996185e-03,7.8999996185e-03,2.4169999695e+02,1.6000000238e+00,1.6000000238e+00,1.1854819549e+00,2.3497508744e-01,1.8134497457e-01,1.5599999428e+00,7.7999997139e-01,7.7999997139e-01,0,2.4199344635e+01,4.1405460358e+01,3.8550201416e+01,2.8980316162e+01,2.4125799561e+02
  70,       "Kepler-48 e",1.8523696496e+00,4.3168225050e-02,4.3168225050e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1886506775e+00,2.1026116482e-01,1.8651225604e-01,8.8999998569e-01,5.0000000745e-02,5.0000000745e-02,0,2.9913922119e+02,4.0949020386e+01,3.1686618042e+02,5.9736938477e+01,9.8200000000e+02
  71,       "Wolf 1061 b",3.7500001490e-02,1.2000000570e-03,1.2000000570e-03,1.5000000596e-01,1.2999999523e-01,1.0000000149e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0842803755e-01,2.1506211773e-02,1.5786771256e-02,3.1000000238e-01,2.9999999329e-02,2.9999999329e-02,0,2.4757524109e+02,-1.2662593842e+01,2.4785797119e+02,9.0695905685e+00,4.8868999481e+00
  72,       "Wolf 1061 c",8.9000001550e-02,2.8999999631e-03,2.8999999631e-03,1.0999999940e-01,1.0000000149e-01,7.0000000298e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.4722463533e-01,5.6519480248e-02,4.0552160165e-02,3.1000000238e-01,2.9999999329e-02,2.9999999329e-02,0,2.4757524109e+02,-1.2662593842e+01,2.4785797119e+02,9.0695905685e+00,1.7871900558e+01
  73,       "Wolf 1061 d",4.6999999881e-01,1.4999999665e-02,1.4999999665e-02,5.5000001192e-01,7.9999998212e-02,9.0000003576e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.3718350654e-01,9.5210376034e-02,7.1413258403e-02,3.1000000238e-01,2.9999999329e-02,2.9999999329e-02,0,2.4757524109e+02,-1.2662593842e+01,2.4785797119e+02,9.0695905685e+00,2.1721000671e+02
  74,        "HAT-P-44 c",1.7519999743e+00,2.5000000373e-02,2.5000000373e-02,4.9399998784e-01,8.1000000238e-02,8.1000000238e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1444262592e+00,2.1506859620e-01,1.7074401020e-01,9.4999998808e-01,7.9999998212e-02,3.9999999106e-02,0,2.1314407349e+02,4.7014686584e+01,1.8510813904e+02,5.5029441833e+01,8.7220001221e+02
  75,          "HD 142 b",1.0199999809e+00,2.9999999329e-02,2.9999999329e-02,1.7000000179e-01,5.9999998659e-02,5.9999998659e-02,3.2700000000e+02,2.6000000000e+01,2.6000000000e+01,1.2195727533e+00,2.3505050781e-01,1.8823835501e-01,1.4700000286e+00,3.9999999106e-02,3.9999999106e-02,0,1.5798979998e+00,-4.9075191498e+01,3.3655487061e+02,-4.4459587097e+01,3.4970001221e+02
  76,          "HD 142 c",6.8000001907e+00,5.0000000000e-01,5.0000000000e-01,2.0999999344e-01,7.0000000298e-02,7.0000000298e-02,2.5000000000e+02,2.0000000000e+01,2.0000000000e+01,1.1452276835e+00,2.0298330647e-01,1.8260159793e-01,1.4700000286e+00,3.9999999106e-02,3.9999999106e-02,0,1.5798979998e+00,-4.9075191498e+01,3.3655487061e+02,-4.4459587097e+01,6.0050000000e+03
  77,         "HD 1502 b",1.3099999428e+00,2.9999999329e-02,2.9999999329e-02,1.0100000352e-01,3.7000000477e-02,3.7000000477e-02,2.1900000000e+02,2.0000000000e+01,2.0000000000e+01,1.1626271829e+00,2.1988821928e-01,1.7711300531e-01,4.5000000000e+00,1.0000000149e-01,1.0000000149e-01,0,4.8211097717e+00,1.4054755211e+01,1.0055057526e+01,1.0974919319e+01,4.3179998779e+02
  78,         "HD 1605 b",1.4900000095e+00,3.9999999106e-02,3.9999999106e-02,7.9999998212e-02,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2101444279e+00,2.2242591559e-01,1.9831545241e-01,4.3299999237e+00,1.4000000060e-01,1.4000000060e-01,0,5.1313300133e+00,3.0974803925e+01,1.7854797363e+01,2.6211696625e+01,5.7790002441e+02
  79,         "HD 1666 b",9.3999999762e-01,9.9999997765e-03,9.9999997765e-03,6.2999999523e-01,2.9999999329e-02,1.9999999553e-02,2.9400000000e+02,5.0000000000e+00,1.0000000000e+00,1.1336881301e+00,2.2338997957e-01,1.8728075447e-01,1.9299999475e+00,4.9000000954e-01,4.9000000954e-01,0,5.2180848122e+00,-1.9931224823e+01,3.5650646973e+02,-2.0290000916e+01,2.7000000000e+02
  80,         "HD 1690 b",1.3600000143e+00,9.0000003576e-02,9.0000003576e-02,6.3999998569e-01,3.9999999106e-02,3.9999999106e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1159512518e+00,2.1222771220e-01,1.7078957433e-01,2.1659999847e+01,6.1799998283e+00,6.1799998283e+00,0,5.3054971695e+00,-8.2811689377e+00,1.5498169661e+00,-9.7031297684e+00,5.3300000000e+02
  81,         "HD 2039 b",2.2000000477e+00,5.9999998659e-02,5.9999998659e-02,7.0999997854e-01,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1181995077e+00,2.1079384437e-01,1.8387569890e-01,1.1900000572e+00,2.9999999329e-02,2.9999999329e-02,0,6.0844907761e+00,-5.6650047302e+01,3.3297689819e+02,-5.2146057129e+01,1.1200000000e+03
  82,         "HD 2638 b",3.9999999106e-02,3.9999999106e-03,3.9999999106e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2238777749e+00,3.2357142607e-01,2.6250115041e-01,9.3999999762e-01,2.9999999329e-02,2.9999999329e-02,0,7.4994659424e+00,-5.7640018463e+00,4.5899438858e+00,-8.2676811218e+00,3.4442000389e+00
  83,         "HD 3651 b",2.9499998689e-01,3.0000000261e-03,3.0000000261e-03,5.9600001574e-01,3.5999998450e-02,3.5999998450e-02,2.4250000000e+02,4.5000000000e+00,4.5000000000e+00,9.0046985575e-01,3.8267995941e-01,2.5825174186e-01,1.5550432892e+00,1.5548130607e+00,1.5548130607e+00,0,9.8408584595e+00,2.1250473022e+01,1.7544425964e+01,1.5615188599e+01,6.2217998505e+01
  84,         "HD 4113 b",1.2799999714e+00,1.2799999714e-01,1.2799999714e-01,9.0299999714e-01,4.9999998882e-03,4.9999998882e-03,-4.2299999237e+01,1.8999999762e+00,1.8999999762e+00,1.1949265079e+00,2.2830086680e-01,1.8194862586e-01,1.0396905322e+00,7.9437709796e-02,7.9437709796e-02,0,1.0802486420e+01,-3.7982631683e+01,3.5196710205e+02,-3.8564964294e+01,5.2661999512e+02
  85,         "HD 4203 b",1.1699999571e+00,1.9999999553e-02,1.9999999553e-02,5.1999998093e-01,2.9999999329e-02,2.9999999329e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1819367721e+00,2.1775713394e-01,1.9314588480e-01,1.4199999571e+00,5.0000000745e-02,5.0000000745e-02,0,1.1171675682e+01,2.0448926926e+01,1.8385702133e+01,1.4378730774e+01,4.3188000488e+02
  86,         "HD 4208 b",1.6499999762e+00,2.9999999329e-02,2.9999999329e-02,5.0000000745e-02,3.9999999106e-02,3.9999999106e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2219183114e+00,2.3382440058e-01,1.9735129356e-01,9.2000001669e-01,9.9999997765e-03,9.9999997765e-03,0,1.1111042976e+01,-2.6515680313e+01,3.5873596191e+02,-2.8567644119e+01,8.2800000000e+02
  87,         "HD 4308 b",1.1999999732e-01,1.1999999732e-02,1.1999999732e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,3.6398870547e-01,1.6587131012e-01,1.1090103877e-01,1.0199999809e+00,9.9999997765e-03,9.9999997765e-03,0,1.1163615227e+01,-6.5649520874e+01,3.2444268799e+02,-6.0182941437e+01,1.5560000420e+01
  88,         "HD 4732 b",1.1900000572e+00,5.0000000745e-02,5.0000000745e-02,1.2999999523e-01,5.9999998659e-02,5.9999998659e-02,8.5000000000e+01,1.6000000000e+01,1.6000000000e+01,1.1873879812e+00,2.0971049505e-01,1.9034581541e-01,5.4000000954e+00,4.0000000596e-01,4.0000000596e-01,0,1.2308116913e+01,-2.4136671066e+01,1.0166929960e+00,-2.6907550812e+01,3.6020001221e+02
  89,         "HD 5319 c",2.0710000992e+00,1.3000000268e-02,1.3000000268e-02,1.5000000596e-01,5.9999998659e-02,5.9999998659e-02,2.5200000000e+02,3.4000000000e+01,3.4000000000e+01,1.2100244917e+00,2.4371920989e-01,1.9657486250e-01,4.1900000572e+00,1.5000000596e-01,1.5000000596e-01,0,1.3755835533e+01,7.8955298662e-01,1.2966323853e+01,-4.6997179985e+00,8.8600000000e+02
  90,         "HD 5608 b",1.9900000095e+00,3.9999999106e-02,3.9999999106e-02,1.8999999762e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1894932245e+00,2.0251971089e-01,1.7094193336e-01,5.0900001526e+00,1.5999999642e-01,1.5999999642e-01,0,1.4559246063e+01,3.3950885773e+01,2.7247688293e+01,2.5432718277e+01,7.9259997559e+02
  91,         "HD 5891 b",6.3999998569e-01,3.9999999106e-02,3.9999999106e-02,7.0000000298e-02,1.9999999553e-02,1.9999999553e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1322366651e+00,2.1402272047e-01,1.8527053042e-01,1.0640000343e+01,9.9000000954e-01,9.9000000954e-01,0,1.5138299942e+01,2.0292484283e+01,2.1830257416e+01,1.2753808022e+01,1.7711000061e+02
  92,         "HD 7924 c",1.1339999735e-01,1.3000000035e-03,1.3000000035e-03,9.7999997437e-02,9.6000000834e-02,6.8999998271e-02,2.7000000000e+01,5.2000000000e+01,6.0000000000e+01,2.3856510030e-01,9.9377118229e-02,6.7299796626e-02,7.7999997139e-01,9.9999997765e-03,9.9999997765e-03,0,2.0496313095e+01,7.6710281372e+01,6.4962486267e+01,5.9417209625e+01,1.5298999786e+01
  93,         "HD 6434 b",1.4000000060e-01,1.4000000060e-02,1.4000000060e-02,1.7000000179e-01,2.9999999329e-02,2.9999999329e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2485359884e+00,2.6430421286e-01,2.0557405121e-01,1.1200000048e+00,9.9999997765e-03,9.9999997765e-03,0,1.6167295456e+01,-3.9488216400e+01,3.5569515991e+02,-4.1983997345e+01,2.1997999191e+01
  94,         "HD 7199 b",1.3600000143e+00,1.9999999553e-02,1.9999999553e-02,1.8999999762e-01,1.5999999642e-01,1.5999999642e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,9.8230352092e-01,4.2497820620e-01,2.9415634365e-01,9.7000002861e-01,1.9999999553e-02,1.9999999553e-02,0,1.7696762085e+01,-6.6188163757e+01,3.2683932495e+02,-6.2647987366e+01,6.1500000000e+02
  95,         "HD 8535 b",2.4500000477e+00,3.9999999106e-02,3.9999999106e-02,1.5000000596e-01,9.0000003576e-02,5.0000000745e-02,6.1000000000e+01,1.8000000000e+01,4.3000000000e+01,1.2371511185e+00,2.4324834958e-01,1.8840030972e-01,1.1900000572e+00,3.9999999106e-02,3.9999999106e-02,0,2.0905149460e+01,-4.1269802094e+01,3.5866888428e+02,-4.5386192322e+01,1.3130000000e+03
  96,         "HD 7449 b",2.3399999142e+00,3.9999999106e-02,3.9999999106e-02,8.1999999285e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2115975846e+00,2.1754403627e-01,2.0400748150e-01,9.7000002861e-01,1.9999999553e-02,1.9999999553e-02,0,1.8622173309e+01,-5.0473871231e+00,1.5221055984e+01,-1.1961113930e+01,1.2750000000e+03
  97,         "HD 7924 b",5.9999998659e-02,5.9999998659e-03,5.9999998659e-03,5.9999998659e-02,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.1406722469e-01,8.7106561441e-02,5.9249890671e-02,7.7999997139e-01,9.9999997765e-03,9.9999997765e-03,0,2.0496313095e+01,7.6710281372e+01,6.4962486267e+01,5.9417209625e+01,5.3979201317e+00
  98,         "HD 8574 b",7.5999999046e-01,9.9999997765e-03,9.9999997765e-03,3.0000001192e-01,2.9999999329e-02,2.9999999329e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1975990335e+00,2.1373803290e-01,1.8167260180e-01,1.3799999952e+00,1.9999999553e-02,1.9999999553e-02,0,2.1302152634e+01,2.8566692352e+01,3.0549457550e+01,1.8168222427e+01,2.2700000000e+02
  99,         "HD 9446 b",1.8899999559e-01,6.0000000522e-03,6.0000000522e-03,2.0000000298e-01,5.9999998659e-02,5.9999998659e-02,2.1500000000e+02,3.0000000000e+01,3.0000000000e+01,1.2612771674e+00,2.2170037040e-01,2.0699397019e-01,1.0000000000e+00,5.0000000000e-01,5.0000000000e-01,0,2.3334100723e+01,2.9265148163e+01,3.2559730530e+01,1.8123477936e+01,3.0052000046e+01
 100,         "HD 9446 c",6.5399998426e-01,2.1999999881e-02,2.1999999881e-02,5.9999998659e-02,5.9999998659e-02,5.9999998659e-02,1.0000000000e+02,1.3000000000e+02,1.3000000000e+02,1.1788651666e+00,2.2002409145e-01,1.9156303031e-01,1.0000000000e+00,5.0000000000e-01,5.0000000000e-01,0,2.3334100723e+01,2.9265148163e+01,3.2559730530e+01,1.8123477936e+01,1.9289999390e+02
 101,        "HD 10180 d",1.2859000266e-01,2.0200000145e-03,2.0200000145e-03,1.3099999726e-01,5.2000001073e-02,5.2000001073e-02,3.2500000000e+02,2.3000000000e+01,2.3000000000e+01,3.0609964019e-01,1.4352687052e-01,8.7669198860e-02,1.1100000143e+00,3.9999999106e-02,3.9999999106e-02,0,2.4473234177e+01,-6.0511528015e+01,3.4044338989e+02,-6.1611312866e+01,1.6357000351e+01
 102,        "HD 10180 e",2.6989999413e-01,4.3000001460e-03,4.3000001460e-03,5.0999999046e-02,3.2999999821e-02,3.2999999821e-02,1.4700000000e+02,5.4000000000e+01,5.4000000000e+01,4.8454976559e-01,1.9761650957e-01,1.3516112916e-01,1.1100000143e+00,3.9999999106e-02,3.9999999106e-02,0,2.4473234177e+01,-6.0511528015e+01,3.4044338989e+02,-6.1611312866e+01,4.9748001099e+01
 103,        "HD 10180 f",4.9290001392e-01,7.7999997884e-03,7.7999997884e-03,1.1900000274e-01,5.4000001401e-02,5.4000001401e-02,3.2700000000e+02,2.7000000000e+01,2.7000000000e+01,4.4230386410e-01,1.8515288842e-01,1.2143310503e-01,1.1100000143e+00,3.9999999106e-02,3.9999999106e-02,0,2.4473234177e+01,-6.0511528015e+01,3.4044338989e+02,-6.1611312866e+01,1.2274400330e+02
 104,        "HD 10180 h",3.3810000420e+00,1.2099999934e-01,1.2099999934e-01,9.4999998808e-02,8.6000002921e-02,8.6000002921e-02,1.4200000000e+02,7.2000000000e+01,7.2000000000e+01,8.5427331079e-01,3.6006434966e-01,2.5928884913e-01,1.1100000143e+00,3.9999999106e-02,3.9999999106e-02,0,2.4473234177e+01,-6.0511528015e+01,3.4044338989e+02,-6.1611312866e+01,2.2050000000e+03
 105,        "HD 10442 b",2.3399999142e+00,5.0000000745e-02,5.0000000745e-02,1.0999999940e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1697443903e+00,2.1046798079e-01,1.8544754188e-01,4.7300000191e+00,2.0000000298e-01,2.0000000298e-01,0,2.5471456528e+01,2.7043759823e+00,2.4601512909e+01,-7.3302779198e+00,1.0430000000e+03
 106,        "HD 10697 b",2.1310000420e+00,1.7999999225e-02,1.7999999225e-02,9.8999999464e-02,7.0000002161e-03,7.0000002161e-03,1.1119999695e+02,6.3000001907e+00,6.3000001907e+00,1.1144447593e+00,2.1187572232e-01,1.7464023552e-01,9.0304095349e-01,1.5833610780e-02,1.5833610780e-02,0,2.6232603073e+01,2.0083148956e+01,3.1559799194e+01,8.6220073700e+00,1.0751999512e+03
 107,        "HD 11506 b",2.5999999046e+00,9.0000003576e-02,9.0000003576e-02,3.0000001192e-01,1.0000000149e-01,1.0000000149e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1544436984e+00,2.0537732267e-01,1.8143103494e-01,1.2400000095e+00,1.9999999553e-02,1.9999999553e-02,0,2.8210557938e+01,-1.9506975174e+01,1.8379472733e+01,-2.8921348572e+01,1.4050000000e+03
 108,        "HD 11506 c",7.2100001574e-01,1.0000000475e-03,1.0000000475e-03,2.3999999464e-01,5.0000000745e-02,5.0000000745e-02,2.7200000000e+02,1.5000000000e+01,1.5000000000e+01,1.1862044573e+00,3.9112534827e-01,3.3461623186e-01,1.2400000095e+00,1.9999999553e-02,1.9999999553e-02,0,2.8210557938e+01,-1.9506975174e+01,1.8379472733e+01,-2.8921348572e+01,2.2360000610e+02
 109,        "HD 11977 b",1.9299999475e+00,1.9299999475e-01,1.9299999475e-01,4.0000000596e-01,7.0000000298e-02,7.0000000298e-02,3.5150000000e+02,9.5000000000e+00,9.5000000000e+00,1.1230945733e+00,2.0882914001e-01,1.7253833386e-01,1.0090000153e+01,3.1999999285e-01,3.1999999285e-01,0,2.8733880997e+01,-6.7647300720e+01,3.2902874756e+02,-6.7112190247e+01,7.1100000000e+02
 110,        "HD 11964 c",2.2900000215e-01,1.3000000268e-02,1.3000000268e-02,3.0000001192e-01,1.7000000179e-01,1.7000000179e-01,1.0200000000e+02,0.0000000000e+00,0.0000000000e+00,4.7595786635e-01,1.9259116405e-01,1.3533799772e-01,1.6936401745e+00,1.4661563775e-01,1.4661563775e-01,0,2.9290025711e+01,-1.0242427826e+01,2.3376195908e+01,-2.0771644592e+01,3.7909999847e+01
 111,        "HD 12661 c",2.8145000935e+00,2.3800000548e-02,2.3800000548e-02,3.0999999493e-02,2.1999999881e-02,2.1999999881e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1885074841e+00,2.2222045657e-01,1.6828984143e-01,1.2000000477e+00,1.9999999553e-02,1.9999999553e-02,0,3.1142866135e+01,2.5414304733e+01,3.7783653259e+01,1.2001375198e+01,1.7080000000e+03
 112,        "HD 13189 b",1.2500000000e+00,7.9999998212e-02,7.9999998212e-02,2.7000001073e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0994492509e+00,2.1443949282e-01,1.8388373027e-01,3.8409999847e+01,4.8400001526e+00,4.8400001526e+00,0,3.2417381287e+01,3.2316436768e+01,4.1370910645e+01,1.8075437546e+01,4.7160000610e+02
 113,        "HD 13908 c",2.0299999714e+00,3.9999999106e-02,3.9999999106e-02,1.1999999732e-01,1.9999999553e-02,1.9999999553e-02,1.8500000000e+02,1.1000000000e+01,1.1000000000e+01,1.1407648016e+00,2.0995306280e-01,1.8596780613e-01,1.6699999571e+00,1.0000000149e-01,1.0000000149e-01,0,3.4560665131e+01,6.5594360352e+01,5.9483211517e+01,4.7924392700e+01,9.3100000000e+02
 114,        "HD 13931 b",5.1500000954e+00,3.3000001311e-01,3.3000001311e-01,1.9999999553e-02,3.9999999106e-02,3.9999999106e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1698010819e+00,2.1423008338e-01,1.8081848578e-01,1.2500000000e+00,1.9999999553e-02,1.9999999553e-02,0,3.4197414398e+01,4.3772994995e+01,4.7313884735e+01,2.8247457504e+01,4.2180000000e+03
 115,        "HD 16141 b",3.6000001431e-01,9.9999997765e-03,9.9999997765e-03,2.5000000000e-01,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,9.5588903327e-01,4.0115130895e-01,2.6140372047e-01,1.4800000191e+00,1.9999999553e-02,1.9999999553e-02,0,3.8833034515e+01,-3.5606019497e+00,3.5251583099e+01,-1.7813848495e+01,7.5523002625e+01
 116,        "HD 16175 b",2.1199998856e+00,7.0000000298e-02,7.0000000298e-02,6.0000002384e-01,1.0999999940e-01,1.0999999940e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1273204382e+00,2.0829438812e-01,1.6705967238e-01,1.7200000286e+00,2.9999999329e-02,2.9999999329e-02,0,3.9257961273e+01,4.2062633514e+01,5.0507068634e+01,2.5326833725e+01,9.9000000000e+02
 117,        "HD 17156 b",1.6799334047e-01,4.8108325391e-03,4.8108325391e-03,6.8000000715e-01,0.0000000000e+00,-0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1541462850e+00,2.3342102681e-01,1.8337280377e-01,1.5499999523e+00,3.9999999106e-02,3.9999999106e-02,1,4.2435363770e+01,7.1753234863e+01,6.7987945557e+01,5.1934677124e+01,2.1216630936e+01
 118,        "HD 18742 b",1.9800000191e+00,7.0000000298e-02,7.0000000298e-02,1.1999999732e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1461243973e+00,2.1543708510e-01,1.8980276979e-01,5.8800001144e+00,2.3000000417e-01,2.3000000417e-01,0,4.5044406891e+01,-2.0802602768e+01,3.5184627533e+01,-3.6084777832e+01,7.7200000000e+02
 119,        "HD 20794 b",1.2070000172e-01,2.0000000950e-03,2.0000000950e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2615080993e-01,5.0110480438e-02,2.6983760380e-02,1.0814869476e+00,1.4765433071e-01,1.4765433071e-01,0,4.9981876373e+01,-4.3069782257e+01,2.7223466873e+01,-5.8111755371e+01,1.8315000534e+01
 120,        "HD 20794 d",3.4990000725e-01,5.9000002220e-03,5.9000002220e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7681542184e-01,7.5088501886e-02,4.9755415845e-02,1.0829603000e+00,1.5039376459e-01,1.5039376459e-01,0,4.9981876373e+01,-4.3069782257e+01,2.7223466873e+01,-5.8111755371e+01,9.0308998108e+01
 121,        "HD 20782 b",1.3700000048e+00,1.9999999553e-02,1.9999999553e-02,9.7000002861e-01,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1922397971e+00,2.3062184585e-01,1.7921518058e-01,1.1100000143e+00,9.9999997765e-03,9.9999997765e-03,0,5.0014907837e+01,-2.8854070663e+01,3.6976764679e+01,-4.5210697174e+01,5.9190002441e+02
