#name,ra,dec,elon,tau,elat,c1s1,c1s2,c1s3,c1s4,c1s5,c1s6,c1s7,c1s8,c1s9,c1s10,c1s11,c1s12,c1s13,c2s1,c2s2,c2s3,c2s4,c2s5,c2s6,c2s7,c2s8,c2s9,c2s10,c2s11,c2s12,c2s13
        "HD 95872 b",165.86711121,-22.093976974,176.30932617,-25.79060173,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     "psi 1 Dra B b",265.49209595,72.156913757,103.75430298,84.186470032,297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,4,4,4,4,4,4,4,0
         "HD 5583 b",14.486254692,34.985561371,27.679718018,26.393539429,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
      "BD+15 2375 b",176.48217773,14.616380692,170.8911438,11.999643326,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
       "HD 217107 c",344.5647583,-2.3953850269,344.85913086,3.866341114,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 217786 b",345.78417969,-0.4296219945,346.74801636,5.2097411156,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 218566 b",347.29470825,-2.2607419491,347.43145752,2.9362900257,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 219415 b",348.72427368,56.730327606,23.521696091,54.073665619,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
       "HD 220074 b",350.05990601,61.970127106,30.869670868,57.365852356,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
       "HD 220689 b",351.47079468,-20.616029739,343.88537598,-15.535237312,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 221287 b",352.83474731,-58.209732056,322.6859436,-48.912384033,27.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 222155 b",354.50128174,48.996520996,20.371297836,45.840587616,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
       "HD 222582 b",355.46472168,-5.9857568741,353.46157837,-3.6920740604,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 231701 b",293.01733398,16.474290848,298.27954102,37.680892944,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 233604 b",137.4533844,53.568229675,122.43572998,35.340896606,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
       "HD 240237 b",348.92593384,58.043239594,25.18167305,54.972309113,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
       "HD 290327 b",80.839851379,-2.277618885,79.858299255,-25.394996643,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 285507 b",61.755104065,15.335032463,62.711025238,-5.4685258865,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 330075 b",237.40704346,-49.963523865,246.62763977,-29.13523674,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HIP 5158 c",16.508533478,-22.45315361,5.7371268272,-27.05688858,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 12961 b",41.678691864,-23.086610794,30.532817841,-37.091152191,27.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 14810 c",47.80929184,21.097358704,51.13092041,3.1693630219,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 14810 d",47.80929184,21.097358704,51.13092041,3.1693630219,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "GJ 1148 b",175.43597412,42.751972198,156.14807129,36.838993073,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
       "HIP 57274 b",176.17068481,30.959293365,163.27087402,26.692285538,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
       "HIP 57274 d",176.17068481,30.959293365,163.27087402,26.692285538,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
       "HIP 63242 b",194.38316345,-65.646461487,228.80535889,-52.664432526,27.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 67851 c",208.46691895,-35.314361572,219.28367615,-22.064409256,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 33844 b",78.150421143,-14.95111084,75.459793091,-37.794185638,27.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HD 33844 c",78.150421143,-14.95111084,75.459793091,-37.794185638,27.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 207832 c",328.15118408,-26.02655983,321.38879395,-12.354909897,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 70849 b",217.3273468,-46.463817596,230.79940796,-29.932401657,27.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 183263 c",292.10238647,8.3580541611,295.42214966,29.867465973,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 185269 b",294.29891968,28.499864578,303.56268311,49.146808624,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 187085 b",297.39154053,-37.78055191,292.27877808,-16.4360466,27.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 187123 b",296.74212646,34.419525146,309.45254517,54.25674057,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 187123 c",296.74212646,34.419525146,309.45254517,54.25674057,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 188015 b",298.0189209,28.100376129,308.17263794,47.894557953,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 189733 b",300.18212891,22.710853577,308.74087524,42.176204681,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 190360 b",300.90585327,29.89680481,312.60299683,48.867343903,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 190360 c",300.90585327,29.89680481,312.60299683,48.867343903,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 190984 b",302.87799072,-64.62046814,288.64343262,-43.294639587,27.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 192263 b",303.49935913,-0.86687701941,305.59384155,18.528985977,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 192310 b",303.82244873,-27.032976151,299.97213745,-7.0446639061,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 195019 b",307.07763672,18.769496918,315.29083252,36.561706543,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 196067 b",310.43371582,-75.350799561,286.2850647,-54.202178955,27.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 196885 b",309.96615601,11.249649048,315.82675171,28.554519653,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 200964 b",316.66601562,3.8031189442,320.33224487,19.464841843,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 200964 c",316.66601562,3.8031189442,320.33224487,19.464841843,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 202206 c",318.74069214,-20.789209366,314.83535767,-4.6115880013,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 204313 b",322.0508728,-21.726255417,317.49435425,-6.4528679848,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 204941 b",323.09796143,-20.957422256,318.67037964,-6.0338048935,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 205739 b",324.53503418,-31.737483978,316.29873657,-16.638969421,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 207832 b",328.15118408,-26.02655983,321.38879395,-12.354909897,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 208487 b",329.33270264,-37.763622284,317.94009399,-23.670713425,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 209458 b",330.79489136,18.884319305,340.35412598,28.724212646,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
       "HD 210277 b",332.37445068,-7.5486540794,331.64587402,3.5729570389,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HD 212771 b",336.76278687,-17.263658524,332.14492798,-7.0313339233,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        "HIP 8541 b",27.526374817,-54.464962006,351.47543335,-58.589546204,54.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 74890 b",229.57220459,-41.420570374,238.28431702,-22.329286575,27.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 79431 b",243.17405701,-18.87550354,244.70115662,2.2387049198,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "HIP 91258 b",279.22146606,61.702503204,313.85366821,83.704917908,297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,4,4
       "HIP 97233 b",296.42196655,-0.69664502144,298.29812622,20.184503555,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      "HIP 105854 b",321.5953064,-37.829429626,311.72314453,-21.563423157,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "HR 810 b",40.639442444,-50.800292969,8.2352752686,-61.014225006,54.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
         "kap CrB b",237.80804443,35.657382965,222.66732788,53.934913635,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
          "nu Oph c",269.75662231,-9.7736320496,269.75317383,13.66545105,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
         "omi CrB b",230.03565979,29.61620903,216.60339355,45.926845551,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
         "tau Boo b",206.81559753,17.456905365,197.93182373,26.513883591,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
         "ups And c",24.199344635,41.405460358,38.550201416,28.980316162,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
       "Kepler-48 e",299.13922119,40.949020386,316.86618042,59.736938477,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
       "Wolf 1061 b",247.57524109,-12.662593842,247.85797119,9.0695905685,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
       "Wolf 1061 c",247.57524109,-12.662593842,247.85797119,9.0695905685,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
       "Wolf 1061 d",247.57524109,-12.662593842,247.85797119,9.0695905685,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
        "HAT-P-44 c",213.14407349,47.014686584,185.10813904,55.029441833,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
          "HD 142 b",1.5798979998,-49.075191498,336.55487061,-44.459587097,27.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
          "HD 142 c",1.5798979998,-49.075191498,336.55487061,-44.459587097,27.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
